-0.125	-1.0824598e-06	-2.6695e-08
-0.12142857	-1.0731224e-06	-2.64335485e-08
-0.11785714	-1.06553935e-06	-2.61721305e-08
-0.11428571	-1.0577238e-06	-2.5911061e-08
-0.11071429	-1.04963645e-06	-2.5695e-08
-0.10714286	-1.03986605e-06	-2.5695e-08
-0.10357143	-1.03042285e-06	-2.5615955e-08
-0.1	-1.0216618e-06	-2.5349271e-08
-0.096428571	-1.01160935e-06	-2.50803095e-08
-0.092857143	-9.996493e-07	-2.48082215e-08
-0.089285714	-9.871977e-07	-2.45361575e-08
-0.085714286	-9.747708e-07	-2.42641105e-08
-0.082142857	-9.6010205e-07	-2.37807985e-08
-0.078571429	-9.453191e-07	-2.32255395e-08
-0.075	-9.280326e-07	-2.293264e-08
-0.071428571	-9.097429e-07	-2.25888985e-08
-0.067857143	-8.890947e-07	-2.1852288e-08
-0.064285714	-8.672314e-07	-2.115865e-08
-0.060714286	-8.4410415e-07	-2.0535364e-08
-0.057142857	-8.1846485e-07	-1.98509135e-08
-0.053571429	-7.9127655e-07	-1.91280695e-08
-0.05	-7.5980825e-07	-1.8302981e-08
-0.046428571	-7.270683e-07	-1.7434392e-08
-0.042857143	-6.8886655e-07	-1.64016755e-08
-0.039285714	-6.471689e-07	-1.5301043e-08
-0.035714286	-6.007675e-07	-1.41209905e-08
-0.032142857	-5.4578295e-07	-1.27608765e-08
-0.028571429	-4.86681405e-07	-1.1317252e-08
-0.025	-4.1955902e-07	-9.63148e-09
-0.021428571	-3.44307485e-07	-7.889268e-09
-0.017857143	-2.60668595e-07	-6.076516e-09
-0.014285714	-1.88117715e-07	-4.28886985e-09
-0.010714286	-1.1540513e-07	-2.60109805e-09
-0.0071428571	-4.60097455e-08	-1.31578e-09
-0.0035714286	-1.3874229e-08	-4.98487605e-10
0	0	0
0.0035714286	-1.3874229e-08	-5.0130925e-10
0.0071428571	-4.60097455e-08	-1.31913685e-09
0.010714286	-1.1540513e-07	-2.60163345e-09
0.014285714	-1.88117715e-07	-4.2639755e-09
0.017857143	-2.60668595e-07	-6.032135e-09
0.021428571	-3.44307485e-07	-7.8756115e-09
0.025	-4.1955902e-07	-9.614757e-09
0.028571429	-4.86681405e-07	-1.12704265e-08
0.032142857	-5.4578295e-07	-1.27647435e-08
0.035714286	-6.007675e-07	-1.41709905e-08
0.039285714	-6.471689e-07	-1.5351043e-08
0.042857143	-6.8886655e-07	-1.64198655e-08
0.046428571	-7.270683e-07	-1.73935695e-08
0.05	-7.5980825e-07	-1.8252981e-08
0.053571429	-7.9127655e-07	-1.9081392e-08
0.057142857	-8.1846485e-07	-1.983315e-08
0.060714286	-8.4410415e-07	-2.0535364e-08
0.064285714	-8.672314e-07	-2.115865e-08
0.067857143	-8.890947e-07	-2.1729172e-08
0.071428571	-9.097429e-07	-2.22674645e-08
0.075	-9.280326e-07	-2.2748988e-08
0.078571429	-9.453191e-07	-2.32255395e-08
0.082142857	-9.6010205e-07	-2.37807985e-08
0.085714286	-9.747708e-07	-2.42641105e-08
0.089285714	-9.871977e-07	-2.45361575e-08
0.092857143	-9.996493e-07	-2.48082215e-08
0.096428571	-1.01160935e-06	-2.50803095e-08
0.1	-1.0216618e-06	-2.5349271e-08
0.10357143	-1.03042285e-06	-2.5615955e-08
0.10714286	-1.03986605e-06	-2.58825265e-08
0.11071429	-1.04963645e-06	-2.6149051e-08
0.11428571	-1.0577238e-06	-2.6411061e-08
0.11785714	-1.06553935e-06	-2.66721305e-08
0.12142857	-1.0731224e-06	-2.69335485e-08
0.125	-1.0824598e-06	-2.7195e-08
